,date,account_value
252,2021-01-07,1665463.1325304052
253,2021-01-08,1667705.749047163
254,2021-01-11,1665949.9333997252
255,2021-01-12,1661336.4910938933
256,2021-01-13,1659578.374364157
257,2021-01-14,1656031.049462607
258,2021-01-15,1646522.8386940977
259,2021-01-19,1651370.789299223
260,2021-01-20,1665927.3292391037
261,2021-01-21,1660652.6885912153
262,2021-01-22,1648721.7138826582
263,2021-01-25,1642518.857021147
264,2021-01-26,1635588.1681936325
265,2021-01-27,1589555.8282201826
266,2021-01-28,1587966.2801328795
267,2021-01-29,1587966.2801328795
268,2021-02-01,1587966.2801328795
269,2021-02-02,1587966.2801328795
270,2021-02-03,1587966.2801328795
271,2021-02-04,1590086.0442327636
272,2021-02-05,1590833.0734541076
273,2021-02-08,1597246.852674689
274,2021-02-09,1599746.6965383668
275,2021-02-10,1602511.262578406
276,2021-02-11,1602485.5873647828
277,2021-02-12,1599993.5021711488
278,2021-02-16,1608345.6072990175
279,2021-02-17,1610645.8276969667
280,2021-02-18,1603460.149657416
281,2021-02-19,1602671.0028678651
282,2021-02-22,1604545.5155021425
283,2021-02-23,1607357.9997550722
284,2021-02-24,1635652.0521842714
285,2021-02-25,1605634.81530683
286,2021-02-26,1574751.2059928651
287,2021-03-01,1607670.167235541
288,2021-03-02,1602056.8786613222
289,2021-03-03,1597070.2502433534
290,2021-03-04,1580351.3056632753
291,2021-03-05,1607176.0295402284
292,2021-03-08,1628568.278624701
293,2021-03-09,1625516.2584830995
294,2021-03-10,1651613.0507804628
295,2021-03-11,1663477.6302482362
296,2021-03-12,1680961.200438666
297,2021-03-15,1687950.518798041
298,2021-03-16,1678462.960204291
299,2021-03-17,1690567.05358808
300,2021-03-18,1685988.3038322206
301,2021-03-19,1676421.1100455995
302,2021-03-22,1679806.0809928651
303,2021-03-23,1661427.109191107
304,2021-03-24,1653800.1605216735
305,2021-03-25,1662363.7491447206
306,2021-03-26,1677399.6503898378
307,2021-03-29,1685594.12390058
308,2021-03-30,1680795.7991935487
309,2021-03-31,1673439.7401115175
310,2021-04-01,1678744.7088004823
311,2021-04-05,1692998.2033073185
312,2021-04-06,1691653.818846869
313,2021-04-07,1689788.292235541
314,2021-04-08,1690806.0424796815
315,2021-04-09,1703916.059081244
316,2021-04-12,1700042.556429495
317,2021-04-13,1695872.6032097994
318,2021-04-14,1700244.605559653
319,2021-04-15,1716113.960679358
320,2021-04-16,1723691.0445161045
321,2021-04-19,1714638.05618183
322,2021-04-20,1699409.9929364384
323,2021-04-21,1717497.8475201786
324,2021-04-22,1707766.7928332584
325,2021-04-23,1716702.215056006
326,2021-04-26,1720618.0036859196
327,2021-04-27,1713879.0356279742
328,2021-04-28,1716467.1971002948
329,2021-04-29,1720692.5250300395
330,2021-04-30,1706493.010240916
331,2021-05-03,1704554.673028041
332,2021-05-04,1696325.884917567
333,2021-05-05,1697851.6410439708
334,2021-05-06,1713733.0844547069
335,2021-05-07,1723888.855892619
336,2021-05-10,1712907.3509649227
337,2021-05-11,1693707.54944707
338,2021-05-12,1653142.3690729244
339,2021-05-13,1678354.9689069544
340,2021-05-14,1703524.2233865382
341,2021-05-17,1694380.2803237026
342,2021-05-18,1678858.4094553897
343,2021-05-19,1685439.1862574527
344,2021-05-20,1697291.2150736758
345,2021-05-21,1696954.9833231876
346,2021-05-24,1719040.2460185
347,2021-05-25,1719614.8672038028
348,2021-05-26,1722005.9381495423
349,2021-05-27,1719741.986405463
350,2021-05-28,1738712.541672797
351,2021-06-01,1735731.6244517276
352,2021-06-02,1736121.4437724063
353,2021-06-03,1726131.3640604925
354,2021-06-04,1749045.083230109
355,2021-06-07,1750714.5653010318
356,2021-06-08,1748384.968598456
357,2021-06-09,1739272.428818793
358,2021-06-10,1745032.5136500308
359,2021-06-11,1747540.329636664
360,2021-06-14,1754500.4471598575
361,2021-06-15,1746397.7738963077
362,2021-06-16,1732411.7609339664
363,2021-06-17,1732208.6509791324
364,2021-06-18,1715838.4406825015
365,2021-06-21,1744984.526475043
366,2021-06-22,1751439.4772349307
367,2021-06-23,1747125.8580180118
368,2021-06-24,1761752.72422132
369,2021-06-25,1758704.3565379092
370,2021-06-28,1763204.7652293155
371,2021-06-29,1770681.7668925235
372,2021-06-30,1771290.0612879705
373,2021-07-01,1778733.9266444156
374,2021-07-02,1800506.5584345767
375,2021-07-06,1796861.281388373
376,2021-07-07,1805860.399888129
377,2021-07-08,1784312.303025336
378,2021-07-09,1800265.106438727
379,2021-07-12,1797138.7114958714
380,2021-07-13,1802391.1598891208
381,2021-07-14,1806448.9291228245
382,2021-07-15,1796662.6283133456
383,2021-07-16,1791362.8367575596
384,2021-07-19,1769152.3294093085
385,2021-07-20,1788567.045685477
386,2021-07-21,1800179.7841727207
387,2021-07-22,1824490.1546717596
388,2021-07-23,1838332.6828535984
389,2021-07-26,1836200.041366225
390,2021-07-27,1818954.9362723224
391,2021-07-28,1813256.3349997397
392,2021-07-29,1816621.1908962163
393,2021-07-30,1811448.4276366604
394,2021-08-02,1807690.156269244
395,2021-08-03,1820671.744353114
396,2021-08-04,1822389.839968501
397,2021-08-05,1845797.5319432933
398,2021-08-06,1842988.5631278944
399,2021-08-09,1837887.89903918
400,2021-08-10,1819204.5286473336
401,2021-08-11,1819380.67801562
402,2021-08-12,1846867.259817988
403,2021-08-13,1863257.2226628368
404,2021-08-16,1865994.8718175
405,2021-08-17,1855594.390829951
406,2021-08-18,1851470.660284907
407,2021-08-19,1876255.699484736
408,2021-08-20,1906191.066031367
409,2021-08-23,1919338.4446629588
410,2021-08-24,1911698.7367924757
411,2021-08-25,1910515.7871312208
412,2021-08-26,1917781.4639805856
413,2021-08-27,1917796.484290034
414,2021-08-30,1931500.1993168893
415,2021-08-31,1925851.4076451368
416,2021-09-01,1935777.970190913
417,2021-09-02,1927471.4914921825
418,2021-09-03,1935408.8933323924
419,2021-09-07,1930318.0519627635
420,2021-09-08,1922841.4352025096
421,2021-09-09,1908213.525809199
422,2021-09-10,1886652.9085759227
423,2021-09-13,1885763.4073094432
424,2021-09-14,1889860.9999608104
425,2021-09-15,1907384.848425776
426,2021-09-16,1916243.0074070997
427,2021-09-17,1898762.4093083448
428,2021-09-20,1871237.7254094188
429,2021-09-21,1871624.0949162547
430,2021-09-22,1888477.49631396
431,2021-09-23,1940036.522223384
432,2021-09-24,1957438.182150752
433,2021-09-27,1925268.781317622
434,2021-09-28,1873559.270972163
435,2021-09-29,1873923.8712071483
436,2021-09-30,1863431.265112788
437,2021-10-01,1893276.0113743849
438,2021-10-04,1861030.449988276
439,2021-10-05,1881472.7850407665
440,2021-10-06,1902824.3471287792
441,2021-10-07,1910784.081900508
442,2021-10-08,1903911.110497279
443,2021-10-11,1905048.4159846064
444,2021-10-12,1910499.3268035532
445,2021-10-13,1931818.27455746
446,2021-10-14,1970136.897280841
447,2021-10-15,1978949.2904171243
448,2021-10-18,1986020.199086936
449,2021-10-19,1992208.42484669
450,2021-10-20,1987908.8071937968
451,2021-10-21,1993612.351813777
452,2021-10-22,1995911.1503478268
453,2021-10-25,1996559.458600112
454,2021-10-26,2008952.0951551883
455,2021-10-27,2038630.8885740729
456,2021-10-28,2056276.0554343597
457,2021-10-29,2073143.5615999363
458,2021-11-01,2073862.2325616905
459,2021-11-02,2088871.4344984044
460,2021-11-03,2094817.4477163304
461,2021-11-04,2111676.822510287
462,2021-11-05,2110624.6667745505
463,2021-11-08,2116983.4901088206
464,2021-11-09,2115324.415878909
465,2021-11-10,2076130.803177493
466,2021-11-11,2086431.961650687
467,2021-11-12,2109242.0422024983
468,2021-11-15,2106413.207789546
469,2021-11-16,2119150.533972621
470,2021-11-17,2124639.8386296034
471,2021-11-18,2118380.3563684947
472,2021-11-19,2120454.7279203213
473,2021-11-22,2105779.367949114
474,2021-11-23,2090458.775707858
475,2021-11-24,2085083.4419065884
476,2021-11-26,2042678.750964896
477,2021-11-29,2099549.2233016803
478,2021-11-30,2053286.2988098592
479,2021-12-01,1966934.958855483
480,2021-12-02,1964968.029843093
481,2021-12-03,1964941.6799050248
482,2021-12-06,1964933.1277724644
483,2021-12-07,1965012.1868801303
484,2021-12-08,1964996.5011959265
485,2021-12-09,1965032.9483659852
486,2021-12-10,1965323.7326368329
487,2021-12-13,1965280.9823885227
488,2021-12-14,1965160.248298248
489,2021-12-15,1965533.212623199
490,2021-12-16,1965355.8765987088
491,2021-12-17,1964505.3967209128
492,2021-12-20,1963987.4766430168
493,2021-12-21,1964943.325536209
494,2021-12-22,1965527.386376816
495,2021-12-23,1965776.022824093
496,2021-12-27,1966704.518187325
497,2021-12-28,1967301.0766258663
498,2021-12-29,1967406.337139172
499,2021-12-30,1967359.2500560647
500,2021-12-31,1967199.825590619
